#NEW_CODE	OLD_CODE	NUM_CODE	NAME	TICKETING_NAME	CODE
WIA	WM	295	WINDWARD ISLAND AIRWAYS	WINDWARD ISL	WM
SWA	WN	526	SOUTHWEST AIRLINES TEXAS	SW AIRLINES	WN
WND	W8	0	CARIBBEAN WINDS AIRLINES	LA COSTENA	WND
WOA	WO	468	WORLD AIRWAYS	NULL	WO
WOA	WO	468	WORLD AIRWAYS	NULL	WOA
WOW	SZ	429	AIR SOUTHWEST	NULL	WOW
NULL	WP	347	ISLAND AIR	ISLAND AIR	WP
NULL	WQ	0	ROMAVIA	NULL	WQ
VID	WR	0	JSC AVIAPRAD	JSC AVIAPRAD	WR
WRC	7W	461	WIND ROSE AVIATION	WIND ROSE	WRC
WJA	WS	838	WESTJET	WESTJET	WS
WSP	1P	523	WORLDSPAN	WORLDSPAN	WSP
NGA	WT	0	WASAYA AIRWAYS	NIGERIA AIR	WT
WAU	WU	0	WIZZ AIR UKRAINE LLC	NULL	WU
WAI	WV	0	AIR GRECO	SWE FLY	WV
WVL	8Z	0	WIZZ AIR BULGARIA AIRLINES	ALASA ISLAND	WVL
BMI	WW	0	BMIBABY	NULL	WW
BCY	WX	689	CITYJET	CITYJET	WX
OAS	WY	910	OMAN AIR	OMAN AIR	WY
RWZ	WZ	309	RED WINGS AIRLINES	NULL	WZ
WZZ	W6	0	WIZZ AIR HUNGARY	NULL	WZZ
NULL	X0	0	UNDEFINED	NULL	X0
NULL	X1	0	UNDEFINED	NULL	X1
NULL	X2	0	CHINA XINHUA AIRLINES	CHINA XINHUA	X2
TUI	X3	617	TUIFLY	TUIFLY	X3
NULL	X4	0	AIR EXCURSIONS	NULL	X4
NULL	X5	0	ULD LOGISTICS LLC	NULL	X5
ATA	X6	889	AIRLINES REPORTING CORP.	ARC	X6
NULL	X7	0	EXEC AIR	AIR SERVICE	X7
DAP	X8	545	ICARO	AEROVIAS DAP	X8
NVD	X9	0	AVION EXPRESS	CITY STAR AIR	X9
NULL	XA	0	UNDEFINED	NULL	XA
XAK	P2	0	AIRKENYA EXPRESS	NULL	XAK
XAX	D7	843	AIRASIAX SDN BHD	AIRASIAX	XAX
NULL	XB	0	IATA	NULL	XB
CAI	XC	0	CORENDON AIRLINES	K D AIR	XC
NULL	XD	0	ARC	NULL	XD
BTA	XE	477	EXPRESSJET AIRLINES INC	NULL	XE
VLK	XF	277	VLADIVOSTOK AIR	VLADIVOSTOK	XF
NULL	XG	0	SUNEXPRESS GERMANY	NULL	XG
NULL	XH	0	NON IATA CODESHARE CARRIER	NULL	XH
NULL	XI	0	UNDEFINED	NULL	XI
MES	XJ	582	MESABA AIRLINES	MESABA AIR	XJ
CCM	XK	146	AIR CORSICA	AIR CORSICA	XK
LNE	XL	462	LANECUADOR AEROLANE SA	LAN ECUADOR	XL
XLF	SE	473	XL AIRWAYS FRANCE	STAR AIRLINES	XLF
SMX	XM	0	C.A.I. FIRST S.P.A.	CAI FIRST SPA	XM
NPL	XN	743	AIR NEPAL INTERNATIONAL	NULL	XN
CXJ	XO	0	LTE INTERNATIONAL AIRWAY	XINJIANG	XO
CXP	XP	0	XTRA AIRWAYS	XTRA AIRWAYS	XP
SXS	XQ	564	SUN EXPRESS	SUN EXPRESS	XQ
NULL	XR	608	SKYWEST AIRLINES	SKYWEST	XR
SIT	XS	950	SITA	NULL	XS
SKT	XT	893	SKYSTAR AIRWAYS	AIR EXEL NL	XT
NULL	XU	0	AFRICAN EXPRESS AIRWAYS	LINK AIRWAYS	XU
BVI	XV	0	BVI AIRWAYS	NULL	XV
NULL	XW	492	UNDEFINED	UNDEFINED	XW
NULL	XX	0	UNDEFINED	NULL	XX
KNE	XY	593	NATIONAL AIR SERVICES	NATIONAL AIR	XY
XYA	2X	799	AMADEUS TWO	AMADEUS TWO	XYA
XYB	6X	172	AMADEUS SIX	AMADEUS SIX	XYB
XYC	7X	791	AMADEUS SEVEN	AMADEUS SEVEN	XYC
XYD	8X	798	AMADEUS EIGHT	AMADEUS EIGHT	XYD
XYS	0E	0	AMADEUS PDF 0E	NULL	XYS
XYW	7S	792	AMADEUS PDF 7S	AMADEUS 7S	XYW
XYX	9S	793	AMADEUS PDF 9S	AMADEUS 9S	XYX
EXY	XZ	0	SOUTH AFRICAN EXPRESS	EASTAIR	XZ
NULL	Y0	0	YELLOW AIRTAXI	YELLOW AIR	Y0
NULL	Y1	392	TRAVEL TECHNOLOGY INTERACTIVE	NULL	Y1
GSM	Y2	0	GLOBESPAN AIRWAYS	NULL	Y2
NULL	Y3	0	WORLDWIDE CARGO SERVICES	NULL	Y3
VOI	Y4	36	VOLARIS	EAGLE AVIATN	Y4
NULL	Y5	0	PACE AIRLINES	NULL	Y5
NULL	Y6	0	BATAVIA AIR	NULL	Y6
TYA	Y7	476	JSC AIRLINE TAIMYR	SILVERJET	Y7
NULL	Y8	0	YANGTZE RIVER EXPRESS	YANGTZE RIVER	Y8
IRK	Y9	780	KISH AIRLINES	TRANS AIR	Y9
NULL	YA	0	NEGO AIRLINE ONE	NULL	YA
NULL	YB	0	UNDEFINED	NULL	YB
LLM	YC	664	YAMAL AIRLINES	YAMAL	YC
NULL	YD	0	MAURITANIA AIRWAYS	NULL	YD
NULL	YE	0	ERAM AIRLINES	NULL	YE
NULL	YF	0	UNDEFINED	NULL	YF
OTL	YG	233	SOUTH AIRLINES	SOUTH AIRLINE	YG
AYG	YH	0	YANGON AIRWAYS	YANGON	YH
RSI	YI	0	AIR SUNSHINE	AIRSUNSHINE	YI
NULL	YJ	0	ASIAN WINGS AIRWAYS	NULL	YJ
NULL	YK	511	AVIA TRAFFIC COMPANY	KIBRIS	YK
NULL	YL	0	CRYSTAL THAI AIRLINES	NULL	YL
MGX	YM	409	MONTENEGRO AIRLINES	MONTENEGRO AL	YM
CRQ	YN	219	AIR CREEBEC	AIR CREEBEC	YN
MCM	YO	747	HELI AIR MONACO	HELIAIRMONA	YO
NULL	YP	0	PERIMETER AVIATION	NULL	YP
POT	YQ	342	POLET AIRLINES	POLET AIRLINE	YQ
EGJ	YR	398	SCENIC AIRLINES	NULL	YR
NULL	YS	977	REGIONAL	REGIONAL CAE	YS
NULL	YT	0	YETI AIRLINES	NULL	YT
MMZ	YU	551	EUROATLANTIC AIRWAYS	NULL	YU
ASH	YV	533	MESA AIRLINES	MESAAIRLINE	YV
ANS	YW	694	AIR NOSTRUM	AIR NOSTRUM	YW
MEP	YX	453	REPUBLIC AIRLINE	REPUBLIC AIRL	YX
NULL	YZ	0	FLYWELL AIRLINES	NULL	YZ
NULL	Z0	0	UNDEFINED	NULL	Z0
NULL	Z1	0	UNDEFINED	NULL	Z1
NULL	Z2	457	ZESTAIR	ZEST AIRWAYS	Z2
NULL	Z3	0	PM AIR LLC	NULL	Z3
NULL	Z4	0	PUMA AIR LINHAS AEREAS	NULL	Z4
NULL	Z5	9	GMG AIRLINES	GMG AIRLINES	Z5
UDN	Z6	181	DNIPROAVIA	DNIEPROAVIA	Z6
FZW	Z7	0	FRESHAIR	EASEON AIR	Z7
NULL	Z8	464	AMASZONAS	NULL	Z8
BEK	Z9	183	JSC BEK AIR	JSC BEK AIR	Z9
NULL	ZA	0	SKYWINGS ASIA AIRLINES	NULL	ZA
MON	ZB	974	MONARCH AIRLINES	NULL	ZB
NULL	ZC	557	KORONGO AIRLINES	KORONGO AIR	ZC
NULL	ZD	338	DOLPHIN AIR	FLYING DANDY	ZD
ESR	ZE	839	EASTAR JET	LINEAS AEREAS	ZE
NULL	ZF	0	ATHENS AIRWAYS	ATHENS AIRWAY	ZF
GOZ	ZG	24	GROZNYY AVIA	NULL	ZG
CSZ	ZH	479	SHENZHEN AIRLINES	SHENZHEN AIRL	ZH
AAF	ZI	439	AIGLE AZUR	AIGLE AZUR	ZI
ZMA	ZJ	707	ZAMBEZI AIRLINES	NULL	ZJ
GLA	ZK	846	GREAT LAKES AVIATION	GREAT LAKES	ZK
NULL	ZL	899	REGIONAL EXPRESS	REGIONAL EXP	ZL
NULL	ZM	0	UNDEFINED	NULL	ZM
ZMA	ZJ	707	ZAMBEZI AIRLINES	NULL	ZMA
NAY	ZN	595	NAYSA	AIR BOURBON	ZN
NULL	ZO	0	CENTRAL AIR TRANSPORT SERVICES	NULL	ZO
NULL	ZP	0	UNDEFINED	NULL	ZP
LOC	ZQ	0	AIR AZUL	CARRIBEAN SUN	ZQ
KHH	ZR	451	ALEXANDRIA AIRLINES	NULL	ZR
NULL	ZS	15	SOL AVIATION	NULL	ZS
NULL	ZT	0	TITAN AIRWAYS	NULL	ZT
NULL	ZU	894	AIR BASHKORTOSTAN	NULL	ZU
IZG	ZV	0	ZAGROS AIRLINES	AIR MIDWEST	ZV
AWI	ZW	303	AIR WISCONSIN	AIRWISCONSI	ZW
GGN	ZX	0	AIR ALLIANCE	NULL	ZX
SHY	ZY	438	SKY AIRLINES	NULL	ZY
NULL	ZZ	0	AIRLINE SERVICE	NULL	ZZ
